month,day,hour,temp,wind_speed,wind_vec_dir,wind_vec_speed
1,1,0,37.9,7.3,296,2.7
1,1,1,37.4,7.2,302,2.8
1,1,2,37.1,7,299,2.7
1,1,3,36.8,7.3,300,2.9
1,1,4,36.4,7.2,296,3.1
1,1,5,36.2,7.4,307,3.2
1,1,6,36,7.2,308,3.1
1,1,7,36,7.2,304,3.3
1,1,8,36.2,7.3,304,2.8
1,1,9,37.7,8.1,300,3.5
1,1,10,39.3,9.1,296,3.6
1,1,11,40.8,10.3,295,4.1
1,1,12,42.4,10.6,292,4.4
1,1,13,43.6,10.6,291,4.8
1,1,14,44.2,10.5,291,4.9
1,1,15,44.4,10.5,293,4.5
1,1,16,43.9,9.7,293,4
1,1,17,42.4,9.3,299,3.7
1,1,18,41.7,8.6,300,3.6
1,1,19,40.6,8.4,305,3.2
1,1,20,39.9,8.2,306,3.2
1,1,21,39.2,8.2,302,3
1,1,22,38.7,7.9,297,2.9
1,1,23,38.1,7.6,296,2.8
1,2,0,37.5,7.5,295,2.8
1,2,1,37,7.5,300,2.9
1,2,2,36.6,7.2,295,2.7
1,2,3,36.4,7.6,293,2.9
1,2,4,36.1,7.4,290,3
1,2,5,36,7.6,300,3.1
1,2,6,35.7,7.3,300,3
1,2,7,35.7,7.3,298,3
1,2,8,35.9,7.3,296,2.6
1,2,9,37.5,8,295,3.4
1,2,10,39.1,9.1,292,3.5
1,2,11,40.7,10.2,292,4
1,2,12,42.2,10.7,291,4.4
1,2,13,43.4,10.7,289,4.9
1,2,14,44.1,10.5,290,5
1,2,15,44.3,10.7,294,4.7
1,2,16,43.8,9.8,292,4.1
1,2,17,42.3,9.3,298,3.8
1,2,18,41.5,8.6,299,3.8
1,2,19,40.4,8.4,302,3.3
1,2,20,39.7,8.2,303,3.3
1,2,21,39,8.2,300,3.2
1,2,22,38.5,7.9,296,3.1
1,2,23,37.9,7.8,296,3
1,3,0,37.4,7.8,297,3
1,3,1,36.8,7.6,299,3.1
1,3,2,36.5,7.4,293,2.8
1,3,3,36.2,7.9,292,3.1
1,3,4,35.9,7.5,289,3.2
1,3,5,35.8,7.6,297,3.2
1,3,6,35.5,7.4,297,3.1
1,3,7,35.5,7.4,297,3.1
1,3,8,35.7,7.4,293,2.9
1,3,9,37.2,8.1,292,3.5
1,3,10,38.9,9.2,289,3.7
1,3,11,40.5,10.2,290,4.2
1,3,12,42.1,10.6,288,4.7
1,3,13,43.3,10.8,288,5.1
1,3,14,44,10.6,289,5.2
1,3,15,44.2,10.8,292,4.9
1,3,16,43.7,9.9,292,4.3
1,3,17,42.2,9.2,295,3.9
1,3,18,41.3,8.6,297,3.7
1,3,19,40.2,8.5,301,3.2
1,3,20,39.4,8.3,303,3.3
1,3,21,38.8,8.2,297,3.1
1,3,22,38.3,8,293,2.9
1,3,23,37.7,7.7,296,2.8
1,4,0,37.2,7.6,295,2.9
1,4,1,36.7,7.6,298,3
1,4,2,36.3,7.3,293,2.8
1,4,3,35.9,7.8,293,3.1
1,4,4,35.7,7.4,290,3.2
1,4,5,35.5,7.4,300,3.2
1,4,6,35.2,7.2,300,3
1,4,7,35.2,7.2,300,3.1
1,4,8,35.4,7.3,295,2.8
1,4,9,37,8,295,3.5
1,4,10,38.7,9.1,291,3.6
1,4,11,40.3,10.1,289,3.9
1,4,12,41.9,10.5,286,4.5
1,4,13,43.1,10.6,287,4.9
1,4,14,43.8,10.5,289,5
1,4,15,43.9,10.7,292,4.8
1,4,16,43.5,9.8,291,4.2
1,4,17,42,9.2,295,3.8
1,4,18,41.1,8.7,297,3.6
1,4,19,40.1,8.6,302,3.2
1,4,20,39.3,8.3,301,3
1,4,21,38.7,8.1,295,2.9
1,4,22,38.3,7.9,290,2.7
1,4,23,37.8,7.6,294,2.6
1,5,0,37.3,7.6,293,2.8
1,5,1,36.8,7.7,296,3.1
1,5,2,36.3,7.3,289,2.7
1,5,3,36.1,7.8,290,2.9
1,5,4,35.9,7.5,287,3.1
1,5,5,35.7,7.4,296,3
1,5,6,35.4,7.3,295,2.9
1,5,7,35.4,7.3,296,3
1,5,8,35.6,7.2,291,2.7
1,5,9,37.2,7.9,290,3.4
1,5,10,38.7,9.1,287,3.5
1,5,11,40.4,10.1,284,4.1
1,5,12,41.9,10.5,284,4.6
1,5,13,43.1,10.6,283,5
1,5,14,43.8,10.5,286,5.1
1,5,15,44,10.8,288,4.8
1,5,16,43.6,9.9,287,4.3
1,5,17,42.1,9.3,293,3.8
1,5,18,41.2,8.8,295,3.6
1,5,19,40.2,8.8,298,3.2
1,5,20,39.4,8.6,298,3
1,5,21,38.8,8.3,293,2.9
1,5,22,38.3,8.2,287,2.8
1,5,23,37.8,7.7,288,2.6
1,6,0,37.3,7.7,290,2.8
1,6,1,36.9,7.8,291,3
1,6,2,36.3,7.4,289,2.7
1,6,3,36,7.9,290,2.9
1,6,4,35.8,7.6,287,3.1
1,6,5,35.6,7.5,298,3.1
1,6,6,35.3,7.4,296,2.9
1,6,7,35.2,7.4,296,3
1,6,8,35.4,7.5,294,2.8
1,6,9,37,8,291,3.4
1,6,10,38.5,9.3,286,3.6
1,6,11,40.2,10.3,285,4.1
1,6,12,41.8,10.5,282,4.6
1,6,13,43,10.8,280,4.9
1,6,14,43.7,10.7,285,5.1
1,6,15,43.9,10.9,286,4.7
1,6,16,43.4,10,285,4.1
1,6,17,42,9.4,291,3.7
1,6,18,41.1,9,295,3.6
1,6,19,40.1,8.9,296,3.1
1,6,20,39.3,8.6,296,2.9
1,6,21,38.7,8.4,292,2.9
1,6,22,38.3,8.3,286,2.8
1,6,23,37.8,7.8,289,2.7
1,7,0,37.2,7.9,290,2.8
1,7,1,36.8,7.9,290,3.1
1,7,2,36.3,7.7,288,2.6
1,7,3,36,8.1,289,3
1,7,4,35.7,7.7,288,3.1
1,7,5,35.5,7.6,299,3
1,7,6,35.2,7.4,297,2.9
1,7,7,35.1,7.5,297,3
1,7,8,35.3,7.4,295,2.9
1,7,9,36.8,8.1,293,3.5
1,7,10,38.4,9.3,289,3.6
1,7,11,40.1,10.3,289,4.2
1,7,12,41.6,10.6,284,4.8
1,7,13,42.8,10.8,282,5.1
1,7,14,43.5,10.7,288,5.3
1,7,15,43.7,10.9,288,4.9
1,7,16,43.3,10,288,4.3
1,7,17,41.9,9.4,292,3.8
1,7,18,40.9,8.9,295,3.6
1,7,19,40,8.9,295,3.2
1,7,20,39.2,8.6,297,3
1,7,21,38.6,8.5,294,3.1
1,7,22,38.1,8.3,290,2.8
1,7,23,37.6,7.8,295,2.8
1,8,0,37.1,7.9,295,2.9
1,8,1,36.6,8,295,3.2
1,8,2,36.1,7.7,293,2.7
1,8,3,35.8,8.1,293,3.2
1,8,4,35.5,7.7,293,3.3
1,8,5,35.3,7.6,302,3.2
1,8,6,34.9,7.5,300,3
1,8,7,34.9,7.7,300,3.2
1,8,8,35,7.5,300,3.1
1,8,9,36.6,8.3,297,3.6
1,8,10,38.2,9.3,293,3.7
1,8,11,39.9,10.4,292,4.4
1,8,12,41.4,10.6,287,4.7
1,8,13,42.6,10.7,285,4.9
1,8,14,43.4,10.5,288,5.2
1,8,15,43.6,10.8,289,4.8
1,8,16,43.2,10,287,4.3
1,8,17,41.9,9.5,292,3.8
1,8,18,40.8,8.9,293,3.5
1,8,19,40,8.9,297,3.1
1,8,20,39.1,8.6,297,2.9
1,8,21,38.5,8.5,294,3
1,8,22,38,8.2,289,2.8
1,8,23,37.5,7.9,295,2.7
1,9,0,37,7.8,297,2.8
1,9,1,36.6,8,297,3.3
1,9,2,36,7.7,297,2.8
1,9,3,35.6,8,298,3.2
1,9,4,35.3,7.8,296,3.3
1,9,5,35.1,7.6,304,3.2
1,9,6,34.8,7.6,301,3.2
1,9,7,34.7,7.9,303,3.4
1,9,8,34.8,7.7,303,3.3
1,9,9,36.3,8.5,300,3.8
1,9,10,37.8,9.5,295,3.9
1,9,11,39.5,10.6,292,4.5
1,9,12,41.1,10.6,287,4.7
1,9,13,42.2,10.9,284,4.9
1,9,14,43.1,10.4,288,5.1
1,9,15,43.3,10.9,291,5
1,9,16,42.9,10,289,4.3
1,9,17,41.6,9.6,292,3.9
1,9,18,40.6,8.9,295,3.6
1,9,19,39.6,8.8,299,3.1
1,9,20,38.8,8.6,300,2.9
1,9,21,38.2,8.4,295,2.9
1,9,22,37.8,8,291,2.6
1,9,23,37.3,7.8,299,2.7
1,10,0,36.7,7.8,301,2.8
1,10,1,36.3,7.9,299,3.1
1,10,2,35.8,7.7,301,2.7
1,10,3,35.4,8,300,3.2
1,10,4,35.2,7.8,299,3.2
1,10,5,34.9,7.6,308,3.2
1,10,6,34.6,7.7,304,3.1
1,10,7,34.6,7.9,306,3.2
1,10,8,34.7,7.7,306,3
1,10,9,36.1,8.5,301,3.5
1,10,10,37.6,9.5,297,3.5
1,10,11,39.3,10.5,290,4.1
1,10,12,40.8,10.4,283,4.3
1,10,13,42,10.7,283,4.7
1,10,14,42.8,10.2,285,4.6
1,10,15,43.1,10.8,289,4.7
1,10,16,42.7,9.9,285,4
1,10,17,41.4,9.6,290,3.6
1,10,18,40.4,8.8,295,3.3
1,10,19,39.6,8.6,300,2.9
1,10,20,38.8,8.5,301,2.7
1,10,21,38.2,8.4,295,2.8
1,10,22,37.7,8.1,291,2.4
1,10,23,37.3,8,300,2.5
1,11,0,36.8,7.8,296,2.5
1,11,1,36.5,8.1,294,2.9
1,11,2,36,7.9,299,2.7
1,11,3,35.7,8.3,300,3.1
1,11,4,35.4,7.9,298,3.1
1,11,5,35.2,7.7,303,3.1
1,11,6,34.8,7.7,301,3.1
1,11,7,34.7,8,302,3.1
1,11,8,34.8,7.8,306,3
1,11,9,36.2,8.7,300,3.5
1,11,10,37.7,9.5,295,3.6
1,11,11,39.4,10.5,287,4.2
1,11,12,40.8,10.4,282,4.4
1,11,13,42,10.8,282,4.8
1,11,14,42.8,10.2,286,4.6
1,11,15,43.1,10.8,288,4.7
1,11,16,42.8,10.1,283,4.2
1,11,17,41.5,9.6,289,3.6
1,11,18,40.4,8.8,291,3.3
1,11,19,39.7,8.7,295,3
1,11,20,38.8,8.5,298,2.7
1,11,21,38.2,8.4,292,2.8
1,11,22,37.8,8.2,289,2.5
1,11,23,37.3,8,295,2.5
1,12,0,36.8,7.9,290,2.5
1,12,1,36.5,8.1,291,2.9
1,12,2,36,7.9,298,2.6
1,12,3,35.7,8.1,300,3.2
1,12,4,35.4,7.8,300,3.1
1,12,5,35.1,7.7,304,2.8
1,12,6,34.8,7.6,300,2.9
1,12,7,34.7,7.9,303,3
1,12,8,34.8,7.6,305,2.9
1,12,9,36.3,8.6,301,3.5
1,12,10,37.8,9.4,300,3.7
1,12,11,39.5,10.5,291,4.4
1,12,12,40.9,10.4,285,4.3
1,12,13,42.1,10.7,284,4.8
1,12,14,42.9,10.3,286,4.7
1,12,15,43.2,10.9,290,4.9
1,12,16,42.8,10.2,286,4.3
1,12,17,41.5,9.6,290,3.6
1,12,18,40.4,8.7,293,3.2
1,12,19,39.6,8.8,295,3
1,12,20,38.8,8.6,295,2.6
1,12,21,38.2,8.5,287,2.8
1,12,22,37.7,8.1,286,2.4
1,12,23,37.3,8.1,292,2.5
1,13,0,36.8,7.9,287,2.6
1,13,1,36.5,8,291,2.8
1,13,2,36,7.9,298,2.6
1,13,3,35.6,8,301,3
1,13,4,35.4,7.8,299,3
1,13,5,35.1,7.7,304,2.8
1,13,6,34.7,7.7,301,2.8
1,13,7,34.6,7.9,302,2.9
1,13,8,34.7,7.7,304,2.8
1,13,9,36.2,8.6,300,3.4
1,13,10,37.7,9.6,300,3.8
1,13,11,39.4,10.5,291,4.2
1,13,12,40.8,10.4,284,4
1,13,13,42.1,10.9,282,4.7
1,13,14,43,10.4,285,4.7
1,13,15,43.3,11,289,4.8
1,13,16,42.9,10.3,286,4.2
1,13,17,41.6,9.7,290,3.6
1,13,18,40.3,9,294,3.3
1,13,19,39.5,8.9,295,3
1,13,20,38.7,8.8,296,2.7
1,13,21,38,8.6,291,2.8
1,13,22,37.5,8.2,289,2.5
1,13,23,37,8.2,294,2.5
1,14,0,36.5,8.1,288,2.5
1,14,1,36.3,8.1,295,2.9
1,14,2,35.8,8.1,301,2.8
1,14,3,35.4,8.1,304,3.2
1,14,4,35.1,7.9,303,3
1,14,5,34.8,7.9,307,3
1,14,6,34.4,7.8,303,2.9
1,14,7,34.3,8.1,305,3.1
1,14,8,34.4,8,307,2.9
1,14,9,35.9,8.8,303,3.6
1,14,10,37.4,9.8,304,3.9
1,14,11,39.1,10.5,293,4.2
1,14,12,40.5,10.3,286,3.9
1,14,13,41.8,10.9,284,4.7
1,14,14,42.6,10.4,287,4.4
1,14,15,43,10.9,289,4.6
1,14,16,42.5,10.2,286,3.9
1,14,17,41.3,9.7,290,3.4
1,14,18,40,9,297,3.1
1,14,19,39.3,9,298,2.9
1,14,20,38.4,8.9,301,2.8
1,14,21,37.7,8.6,294,2.7
1,14,22,37.2,8.4,293,2.4
1,14,23,36.8,8.3,295,2.4
1,15,0,36.2,8.2,292,2.5
1,15,1,36,8.2,297,2.9
1,15,2,35.5,8.2,305,2.8
1,15,3,35.1,8.2,306,3.3
1,15,4,34.9,8.1,306,3.1
1,15,5,34.6,7.9,308,3
1,15,6,34.2,7.9,305,2.9
1,15,7,34.1,8.2,304,3.1
1,15,8,34.2,8,306,2.9
1,15,9,35.7,8.9,305,3.5
1,15,10,37.2,9.8,305,3.8
1,15,11,38.9,10.5,294,4.1
1,15,12,40.3,10.4,288,3.9
1,15,13,41.6,10.8,285,4.5
1,15,14,42.5,10.4,288,4.4
1,15,15,42.8,10.9,289,4.5
1,15,16,42.4,10.2,286,3.8
1,15,17,41.1,9.7,291,3.3
1,15,18,39.9,9,298,3
1,15,19,39.2,9,300,2.8
1,15,20,38.3,8.9,303,2.6
1,15,21,37.6,8.5,297,2.5
1,15,22,37.1,8.4,297,2.3
1,15,23,36.7,8.2,301,2.4
1,16,0,36.2,8.2,298,2.6
1,16,1,36,8.3,303,2.8
1,16,2,35.5,8.3,311,2.8
1,16,3,35.1,8.3,311,3.3
1,16,4,34.9,8.1,313,3.1
1,16,5,34.5,7.9,315,3
1,16,6,34.2,8,313,3
1,16,7,34.1,8.3,311,3.1
1,16,8,34.2,8.1,314,3
1,16,9,35.6,9,312,3.6
1,16,10,37.2,10,310,3.7
1,16,11,38.9,10.5,300,3.8
1,16,12,40.3,10.4,292,3.6
1,16,13,41.5,10.7,287,4.2
1,16,14,42.4,10.3,291,4.2
1,16,15,42.7,10.9,291,4.4
1,16,16,42.3,10.2,290,3.6
1,16,17,41.1,9.6,295,3.2
1,16,18,39.8,9.1,302,3
1,16,19,39.1,8.9,305,2.8
1,16,20,38.2,8.9,311,2.6
1,16,21,37.6,8.3,306,2.5
1,16,22,37.1,8.3,307,2.4
1,16,23,36.6,8.2,310,2.4
1,17,0,36.2,8.2,304,2.5
1,17,1,36,8.2,307,2.7
1,17,2,35.5,8.2,317,2.9
1,17,3,35.1,8.1,317,3.4
1,17,4,34.8,8,319,3.2
1,17,5,34.5,7.8,320,3.1
1,17,6,34.2,8,319,3.1
1,17,7,34,8.4,316,3.3
1,17,8,34.2,8.2,318,3.2
1,17,9,35.5,9.1,316,3.8
1,17,10,37.1,10.1,312,3.9
1,17,11,38.7,10.5,302,3.8
1,17,12,40.1,10.4,296,3.7
1,17,13,41.3,10.9,290,4.3
1,17,14,42.2,10.6,293,4.3
1,17,15,42.5,10.9,291,4.5
1,17,16,42.1,10.3,292,3.7
1,17,17,41,9.8,294,3.4
1,17,18,39.8,9.2,304,3.2
1,17,19,39,9.1,306,2.8
1,17,20,38.2,9,312,2.4
1,17,21,37.5,8.5,305,2.4
1,17,22,37,8.5,305,2.4
1,17,23,36.6,8.3,308,2.4
1,18,0,36.2,8.3,300,2.4
1,18,1,36,8.3,304,2.6
1,18,2,35.5,8.2,314,2.7
1,18,3,35.1,8.1,313,3.3
1,18,4,34.8,8.1,318,3.1
1,18,5,34.5,8,319,3
1,18,6,34.2,8,318,3.1
1,18,7,34,8.4,315,3.3
1,18,8,34.2,8.3,316,3.1
1,18,9,35.6,9.1,315,3.8
1,18,10,37.1,10.1,309,3.9
1,18,11,38.7,10.5,299,3.9
1,18,12,40.1,10.5,294,3.7
1,18,13,41.2,11,287,4.3
1,18,14,42.1,10.5,292,4.4
1,18,15,42.5,10.8,290,4.5
1,18,16,42.1,10.3,291,3.7
1,18,17,40.9,9.8,293,3.5
1,18,18,39.8,9.2,302,3.2
1,18,19,39,9.1,308,3
1,18,20,38.2,8.9,311,2.6
1,18,21,37.4,8.4,308,2.5
1,18,22,36.9,8.5,306,2.7
1,18,23,36.5,8.4,308,2.6
1,19,0,36.1,8.4,301,2.6
1,19,1,36,8.5,305,2.7
1,19,2,35.4,8.3,316,2.8
1,19,3,35,8.1,315,3.3
1,19,4,34.6,8.3,321,3.1
1,19,5,34.4,8.1,321,3
1,19,6,34,8.2,320,3.2
1,19,7,33.8,8.5,319,3.2
1,19,8,34,8.3,321,3.2
1,19,9,35.4,9.1,317,3.8
1,19,10,36.9,10,312,3.9
1,19,11,38.5,10.5,303,4.1
1,19,12,39.8,10.6,298,3.9
1,19,13,40.9,11.2,290,4.5
1,19,14,41.8,10.6,297,4.6
1,19,15,42.1,10.9,292,4.7
1,19,16,41.8,10.4,295,4
1,19,17,40.6,9.9,296,3.8
1,19,18,39.4,9.1,305,3.5
1,19,19,38.6,9.1,312,3.2
1,19,20,37.8,8.9,315,3
1,19,21,37.1,8.3,314,2.9
1,19,22,36.5,8.4,311,3
1,19,23,36.1,8.5,311,2.9
1,20,0,35.6,8.5,304,2.7
1,20,1,35.5,8.3,307,2.7
1,20,2,35,8.2,319,2.9
1,20,3,34.6,8.1,317,3.5
1,20,4,34.2,8.2,323,3.3
1,20,5,33.9,8.1,323,3.2
1,20,6,33.5,8.2,323,3.3
1,20,7,33.4,8.5,322,3.3
1,20,8,33.5,8.4,323,3.4
1,20,9,34.9,9.2,318,4
1,20,10,36.5,10.1,314,4
1,20,11,38.2,10.5,304,4.2
1,20,12,39.5,10.6,300,4
1,20,13,40.6,11.2,295,4.7
1,20,14,41.5,10.7,300,4.8
1,20,15,41.7,11.1,296,4.8
1,20,16,41.4,10.6,297,4.3
1,20,17,40.3,10,297,4
1,20,18,39.1,9.2,306,3.6
1,20,19,38.2,9.1,314,3.3
1,20,20,37.4,8.9,318,3.2
1,20,21,36.7,8.3,317,3.2
1,20,22,36.2,8.4,314,3.1
1,20,23,35.7,8.6,313,3.2
1,21,0,35.4,8.5,305,3
1,21,1,35.1,8.3,308,2.9
1,21,2,34.7,8.2,316,2.9
1,21,3,34.2,8.1,315,3.5
1,21,4,33.9,8.1,322,3.2
1,21,5,33.6,8,321,3.1
1,21,6,33.3,8.2,322,3.2
1,21,7,33.1,8.5,319,3.3
1,21,8,33.3,8.3,320,3.2
1,21,9,34.7,9.1,315,3.8
1,21,10,36.3,9.9,312,3.8
1,21,11,37.9,10.4,301,3.8
1,21,12,39.3,10.6,298,3.9
1,21,13,40.4,11,293,4.6
1,21,14,41.3,10.7,298,4.6
1,21,15,41.6,11.1,294,4.8
1,21,16,41.2,10.6,297,4.2
1,21,17,40.2,9.9,295,4.2
1,21,18,39,9.2,305,3.6
1,21,19,38.1,9.2,313,3.7
1,21,20,37.3,9,316,3.5
1,21,21,36.5,8.4,316,3.4
1,21,22,36,8.4,313,3.3
1,21,23,35.5,8.6,310,3.4
1,22,0,35.1,8.6,304,3.3
1,22,1,34.8,8.4,307,3
1,22,2,34.4,8.2,314,3.2
1,22,3,34,8.1,314,3.6
1,22,4,33.6,8.2,321,3.2
1,22,5,33.4,8.1,320,3.3
1,22,6,33,8.3,321,3.3
1,22,7,32.9,8.6,318,3.3
1,22,8,33.1,8.5,319,3.3
1,22,9,34.6,9.2,314,3.7
1,22,10,36.1,10,311,3.8
1,22,11,37.8,10.4,298,3.7
1,22,12,39.2,10.6,296,3.9
1,22,13,40.2,11.1,292,4.5
1,22,14,41.2,10.7,296,4.4
1,22,15,41.5,11.2,291,4.8
1,22,16,41.2,10.7,294,4.3
1,22,17,40.2,9.9,293,4.2
1,22,18,39,9.2,303,3.6
1,22,19,38.1,9.2,312,3.7
1,22,20,37.3,9.1,314,3.5
1,22,21,36.5,8.5,314,3.4
1,22,22,36,8.5,311,3.4
1,22,23,35.5,8.6,308,3.4
1,23,0,35.1,8.7,302,3.2
1,23,1,34.8,8.4,305,3
1,23,2,34.4,8.2,312,3.1
1,23,3,33.9,8.1,312,3.3
1,23,4,33.5,8.2,319,3
1,23,5,33.3,8.1,318,3.2
1,23,6,32.9,8.3,320,3.2
1,23,7,32.9,8.6,315,3.2
1,23,8,33.1,8.6,318,3.1
1,23,9,34.5,9.3,312,3.5
1,23,10,36,10.1,310,3.8
1,23,11,37.7,10.4,294,3.7
1,23,12,39,10.8,291,3.9
1,23,13,40.2,11.1,287,4.6
1,23,14,41.1,10.9,296,4.6
1,23,15,41.4,11.3,290,4.9
1,23,16,41.1,10.9,296,4.4
1,23,17,40,10.1,294,4.3
1,23,18,38.7,9.6,306,3.8
1,23,19,37.8,9.4,312,3.8
1,23,20,37.1,9.3,314,3.8
1,23,21,36.2,8.7,315,3.7
1,23,22,35.7,8.7,313,3.6
1,23,23,35.2,8.9,308,3.6
1,24,0,34.8,9,302,3.4
1,24,1,34.5,8.6,304,3.1
1,24,2,34,8.4,311,3.2
1,24,3,33.7,8.2,310,3.4
1,24,4,33.2,8.4,317,3.1
1,24,5,32.9,8.3,317,3.2
1,24,6,32.6,8.4,321,3.1
1,24,7,32.5,8.7,315,3.2
1,24,8,32.8,8.6,317,3.2
1,24,9,34.2,9.4,313,3.6
1,24,10,35.7,10,309,3.8
1,24,11,37.4,10.5,296,3.7
1,24,12,38.9,10.7,291,3.8
1,24,13,40.1,11,285,4.5
1,24,14,41,11,294,4.5
1,24,15,41.3,11.2,286,4.6
1,24,16,41.1,10.9,291,4.3
1,24,17,40,10.2,292,4.1
1,24,18,38.7,9.6,303,3.5
1,24,19,37.9,9.3,310,3.6
1,24,20,37,9.2,314,3.5
1,24,21,36.2,8.6,313,3.4
1,24,22,35.7,8.7,310,3.5
1,24,23,35.1,8.8,303,3.3
1,25,0,34.8,8.8,298,3.1
1,25,1,34.5,8.5,300,2.9
1,25,2,34.1,8.3,307,2.9
1,25,3,33.6,8.1,308,3.1
1,25,4,33.2,8.2,312,2.8
1,25,5,33,8.1,311,2.9
1,25,6,32.7,8.3,315,2.8
1,25,7,32.6,8.7,311,3.2
1,25,8,32.9,8.5,311,3
1,25,9,34.4,9.4,308,3.6
1,25,10,36,10,305,3.8
1,25,11,37.7,10.3,293,3.8
1,25,12,39.3,10.6,289,4
1,25,13,40.5,11,282,4.6
1,25,14,41.4,10.9,292,4.7
1,25,15,41.8,11.1,284,4.8
1,25,16,41.5,10.8,288,4.4
1,25,17,40.4,10.1,289,4.3
1,25,18,39.1,9.5,300,3.6
1,25,19,38.1,9.2,308,3.6
1,25,20,37.3,9.1,311,3.5
1,25,21,36.5,8.5,310,3.3
1,25,22,35.9,8.4,307,3.4
1,25,23,35.3,8.5,303,3.4
1,26,0,34.9,8.5,301,3.2
1,26,1,34.5,8.2,303,2.9
1,26,2,34,7.8,305,2.7
1,26,3,33.6,7.6,305,2.7
1,26,4,33.2,7.8,313,2.5
1,26,5,32.9,7.7,314,2.7
1,26,6,32.6,7.9,319,2.7
1,26,7,32.6,8.2,313,3
1,26,8,32.9,8.2,311,2.9
1,26,9,34.5,9,309,3.3
1,26,10,36.2,9.6,303,3.4
1,26,11,37.9,10,292,3.4
1,26,12,39.5,10.3,285,3.6
1,26,13,40.8,10.6,279,4.2
1,26,14,41.8,10.7,291,4.5
1,26,15,42.2,11,282,4.7
1,26,16,41.8,10.8,288,4.3
1,26,17,40.7,10.3,291,4.3
1,26,18,39.4,9.7,303,3.6
1,26,19,38.3,9.4,312,3.6
1,26,20,37.5,9.3,313,3.7
1,26,21,36.6,8.7,313,3.3
1,26,22,36,8.6,309,3.5
1,26,23,35.5,8.7,308,3.6
1,27,0,35.1,8.5,308,3.4
1,27,1,34.7,8.3,309,3.2
1,27,2,34.2,7.9,310,2.9
1,27,3,33.8,7.6,310,2.9
1,27,4,33.4,8,315,2.6
1,27,5,33.1,7.8,315,3
1,27,6,32.7,8.2,322,2.9
1,27,7,32.6,8.4,317,3.2
1,27,8,32.9,8.4,315,3.1
1,27,9,34.5,9.1,311,3.5
1,27,10,36.1,9.7,305,3.4
1,27,11,37.9,9.9,294,3.3
1,27,12,39.5,10.2,287,3.8
1,27,13,40.7,10.5,281,4.2
1,27,14,41.7,10.6,291,4.4
1,27,15,42.1,10.8,281,4.6
1,27,16,41.8,10.7,288,4.2
1,27,17,40.7,10.2,290,4.2
1,27,18,39.4,9.7,301,3.5
1,27,19,38.4,9.1,312,3.5
1,27,20,37.7,9,314,3.6
1,27,21,36.7,8.7,314,3.2
1,27,22,36.2,8.6,311,3.4
1,27,23,35.6,8.5,309,3.4
1,28,0,35.2,8.5,309,3.2
1,28,1,34.8,8.3,308,3
1,28,2,34.3,7.7,310,2.7
1,28,3,33.9,7.6,311,2.8
1,28,4,33.4,7.8,316,2.4
1,28,5,33.1,7.8,316,2.9
1,28,6,32.8,8,324,2.7
1,28,7,32.7,8.3,320,3
1,28,8,33.1,8.4,319,2.9
1,28,9,34.6,9,315,3.2
1,28,10,36.2,9.4,305,3
1,28,11,37.9,9.6,291,3
1,28,12,39.6,9.9,286,3.6
1,28,13,40.8,10.2,281,3.8
1,28,14,41.8,10.3,291,4
1,28,15,42.2,10.5,280,4.2
1,28,16,41.9,10.5,287,3.9
1,28,17,40.9,10,288,3.9
1,28,18,39.7,9.5,298,3.2
1,28,19,38.7,8.9,312,3.2
1,28,20,38,9,311,3.4
1,28,21,37,8.7,312,3.2
1,28,22,36.5,8.6,308,3.4
1,28,23,36,8.5,307,3.5
1,29,0,35.5,8.5,308,3.3
1,29,1,35.1,8.2,305,3
1,29,2,34.5,7.7,306,2.5
1,29,3,34.1,7.5,308,2.6
1,29,4,33.7,7.7,312,2.3
1,29,5,33.4,7.6,314,2.7
1,29,6,33.1,8,323,2.9
1,29,7,33,8.4,321,3.1
1,29,8,33.3,8.3,319,3.1
1,29,9,34.8,9,315,3.4
1,29,10,36.4,9.5,303,3.1
1,29,11,38.1,9.7,290,3.2
1,29,12,39.7,10,287,3.6
1,29,13,40.9,10.2,282,3.8
1,29,14,42,10.3,293,4.2
1,29,15,42.4,10.4,281,4.3
1,29,16,42.2,10.3,286,4
1,29,17,41.2,10,289,4
1,29,18,39.9,9.5,294,3.2
1,29,19,39,8.9,310,3.1
1,29,20,38.3,8.9,308,3.3
1,29,21,37.3,8.7,309,3.1
1,29,22,36.7,8.4,305,3.3
1,29,23,36.2,8.3,307,3.3
1,30,0,35.7,8.3,306,3.2
1,30,1,35.3,7.9,302,2.9
1,30,2,34.8,7.5,304,2.4
1,30,3,34.3,7.3,305,2.5
1,30,4,33.9,7.6,306,2.1
1,30,5,33.7,7.6,311,2.5
1,30,6,33.4,8,319,2.6
1,30,7,33.3,8.3,316,2.9
1,30,8,33.6,8.2,314,2.9
1,30,9,35.1,8.9,311,3.2
1,30,10,36.8,9.6,298,3.1
1,30,11,38.5,9.8,285,3.3
1,30,12,40.2,10.1,281,3.7
1,30,13,41.5,10.3,279,3.9
1,30,14,42.5,10.4,291,4.3
1,30,15,42.9,10.5,279,4.4
1,30,16,42.7,10.5,283,4.1
1,30,17,41.7,10.1,286,4.1
1,30,18,40.4,9.5,292,3.3
1,30,19,39.4,8.8,308,3.1
1,30,20,38.7,8.8,305,3.3
1,30,21,37.7,8.6,306,3.2
