month,day,hour,temp,wind_speed,wind_vec_dir,wind_vec_speed
3,27,2,46.7,8.3,337,2.1
3,27,3,46,8.4,345,2.5
3,27,4,45.3,8.2,343,2.5
3,27,5,44.8,8.6,344,2.7
3,27,6,44.5,8.9,346,3.1
3,27,7,45.1,8.8,345,2.9
3,27,8,46.7,9.6,340,3
3,27,9,48.7,10.3,341,3.3
3,27,10,50.8,10.4,327,2.8
3,27,11,52.6,10.6,316,2.9
3,27,12,54.4,10.8,314,3.1
3,27,13,56,11.1,304,2.9
3,27,14,57.2,11.2,295,2.8
3,27,15,57.7,11.4,290,2.9
3,27,16,57.7,11.7,307,3.1
3,27,17,57,11.4,312,3
3,27,18,55.5,10.6,329,2.6
3,27,19,53.9,10.3,339,2.2
3,27,20,52.6,9.6,337,2
3,27,21,51.4,9.2,330,1.4
3,27,22,50.4,9.3,320,1.8
3,27,23,49.4,9.1,331,1.8
3,28,0,48.5,8.9,328,1.7
3,28,1,47.8,8.5,334,1.8
3,28,2,47.1,8.3,336,2
3,28,3,46.3,8.5,342,2.3
3,28,4,45.6,8.4,341,2.4
3,28,5,45.1,8.7,341,2.6
3,28,6,44.9,9,342,2.9
3,28,7,45.5,8.8,342,2.5
3,28,8,47.3,9.7,335,2.8
3,28,9,49.2,10.5,333,3.1
3,28,10,51.3,10.4,315,2.6
3,28,11,53.2,10.7,308,3
3,28,12,55,10.9,305,3.1
3,28,13,56.7,11.1,293,2.8
3,28,14,57.8,11.2,287,2.9
3,28,15,58.4,11.5,284,3.2
3,28,16,58.4,11.7,302,3.2
3,28,17,57.7,11.4,310,3.1
3,28,18,56.1,10.5,323,2.7
3,28,19,54.5,10.2,332,2.2
3,28,20,53.2,9.7,331,2
3,28,21,51.9,9.4,319,1.6
3,28,22,50.9,9.3,314,1.9
3,28,23,49.9,9.2,320,1.8
3,29,0,49,8.9,321,1.8
3,29,1,48.2,8.7,329,1.9
3,29,2,47.5,8.4,329,2
3,29,3,46.7,8.4,335,2.2
3,29,4,46,8.3,334,2.3
3,29,5,45.5,8.7,336,2.6
3,29,6,45.3,8.9,338,2.7
3,29,7,45.9,8.7,334,2.5
3,29,8,47.7,9.9,330,3
3,29,9,49.7,10.7,331,3.3
3,29,10,51.7,10.7,316,2.9
3,29,11,53.6,10.9,306,3.3
3,29,12,55.5,11.1,302,3.3
3,29,13,57.1,11.3,290,2.9
3,29,14,58.3,11.4,288,3
3,29,15,58.9,11.6,283,3.4
3,29,16,58.8,11.7,304,3.3
3,29,17,58.1,11.4,311,3.2
3,29,18,56.6,10.6,324,2.7
3,29,19,54.9,10.2,335,2.2
3,29,20,53.5,9.8,335,1.9
3,29,21,52.2,9.4,321,1.5
3,29,22,51.2,9.5,320,1.8
3,29,23,50.1,9.3,326,1.8
3,30,0,49.2,8.9,324,1.8
3,30,1,48.4,8.7,336,1.9
3,30,2,47.6,8.4,336,1.9
3,30,3,46.9,8.4,336,1.9
3,30,4,46.2,8.2,335,2.1
3,30,5,45.7,8.5,339,2.4
3,30,6,45.4,8.7,338,2.5
3,30,7,46.2,8.5,335,2.2
3,30,8,48,9.7,331,2.8
3,30,9,50.1,10.5,332,2.9
3,30,10,52.1,10.6,314,2.6
3,30,11,54,10.8,304,2.7
3,30,12,55.8,10.9,296,2.8
3,30,13,57.4,11.2,283,2.8
3,30,14,58.6,11.3,284,2.8
3,30,15,59.2,11.6,276,3.3
3,30,16,59.3,11.7,297,3.1
3,30,17,58.6,11.4,305,2.8
3,30,18,57,10.6,320,2.3
3,30,19,55.4,10.2,329,1.8
3,30,20,53.9,9.6,329,1.4
3,30,21,52.6,9.4,304,1.2
3,30,22,51.6,9.3,307,1.4
3,30,23,50.6,9.2,313,1.5
3,31,0,49.6,8.9,311,1.3
3,31,1,48.8,8.7,329,1.6
3,31,2,48,8.3,328,1.8
3,31,3,47.3,8.3,331,1.8
3,31,4,46.6,8.1,330,2.1
3,31,5,46.2,8.5,334,2.3
3,31,6,45.9,8.6,334,2.3
3,31,7,46.7,8.6,331,2
3,31,8,48.5,9.7,328,2.6
3,31,9,50.5,10.5,328,2.7
3,31,10,52.5,10.7,310,2.5
3,31,11,54.4,10.9,299,2.6
3,31,12,56.2,11,288,2.8
3,31,13,57.8,11.4,277,2.8
3,31,14,59,11.5,278,2.7
3,31,15,59.6,11.7,273,3.3
3,31,16,59.6,11.7,291,3.1
3,31,17,58.9,11.3,299,2.7
3,31,18,57.4,10.7,312,2
3,31,19,55.8,10.3,320,1.6
3,31,20,54.3,9.5,316,1.1
3,31,21,53.1,9.4,281,1.2
3,31,22,52.1,9.3,289,1.4
3,31,23,51.1,9.3,299,1.4
4,1,0,50.1,8.9,302,1.4
4,1,1,49.3,8.8,319,1.5
4,1,2,48.5,8.3,317,1.6
4,1,3,47.7,8.2,324,1.7
4,1,4,47.1,8.2,326,2
4,1,5,46.7,8.5,329,2.2
4,1,6,46.4,8.6,329,2.1
4,1,7,47.3,8.6,323,1.9
4,1,8,49,9.7,320,2.5
4,1,9,51.1,10.6,320,2.9
4,1,10,53.1,10.9,303,2.7
4,1,11,55,11.2,294,2.9
4,1,12,56.8,11.4,286,3.2
4,1,13,58.4,11.8,279,3.3
4,1,14,59.5,11.9,278,3.2
4,1,15,60.1,12.1,275,3.8
4,1,16,60,11.9,293,3.4
4,1,17,59.3,11.7,304,3.2
4,1,18,57.8,10.9,310,2.3
4,1,19,56.1,10.6,315,1.9
4,1,20,54.7,9.6,317,1.4
4,1,21,53.4,9.5,288,1.4
4,1,22,52.4,9.3,298,1.6
4,1,23,51.3,9.3,300,1.7
4,2,0,50.3,9,301,1.4
4,2,1,49.6,8.8,318,1.6
4,2,2,48.8,8.2,315,1.7
4,2,3,48,8.2,325,1.7
4,2,4,47.4,8.1,322,2
4,2,5,46.9,8.5,329,2.3
4,2,6,46.6,8.6,326,2.2
4,2,7,47.6,8.6,322,1.9
4,2,8,49.3,9.7,317,2.5
4,2,9,51.4,10.6,318,3.1
4,2,10,53.5,10.9,299,2.9
4,2,11,55.4,11.4,291,3.2
4,2,12,57.2,11.6,286,3.7
4,2,13,58.8,11.9,280,3.7
4,2,14,59.9,12,278,3.6
4,2,15,60.4,12.1,276,4.1
4,2,16,60.4,11.9,290,3.8
4,2,17,59.7,11.7,300,3.5
4,2,18,58.2,11,303,2.6
4,2,19,56.5,10.4,310,2.2
4,2,20,55,9.6,315,1.7
4,2,21,53.7,9.4,292,1.7
4,2,22,52.6,9.1,296,1.9
4,2,23,51.6,9.2,294,1.8
4,3,0,50.6,8.8,297,1.5
4,3,1,49.8,8.5,312,1.6
4,3,2,49,8,309,1.7
4,3,3,48.3,8,319,1.6
4,3,4,47.6,7.8,316,1.9
4,3,5,47.1,8.2,324,2.1
4,3,6,46.9,8.4,319,2.2
4,3,7,48,8.3,313,1.9
4,3,8,49.8,9.5,311,2.6
4,3,9,51.9,10.4,313,3
4,3,10,54.1,10.7,294,2.8
4,3,11,56.1,11.2,285,3.4
4,3,12,57.9,11.5,282,3.9
4,3,13,59.5,11.8,276,3.8
4,3,14,60.6,11.9,272,3.8
4,3,15,61.2,11.9,271,4.1
4,3,16,61.1,11.8,286,3.8
4,3,17,60.5,11.7,295,3.4
4,3,18,58.9,10.9,298,2.4
4,3,19,57.2,10.5,303,1.9
4,3,20,55.7,9.5,308,1.4
4,3,21,54.3,9.4,280,1.6
4,3,22,53.2,9.1,284,1.8
4,3,23,52.2,9.1,282,1.9
4,4,0,51.2,8.9,284,1.5
4,4,1,50.5,8.6,301,1.4
4,4,2,49.6,8,296,1.4
4,4,3,48.9,7.9,306,1.4
4,4,4,48.2,7.8,305,1.7
4,4,5,47.8,8.2,315,1.8
4,4,6,47.5,8.5,312,1.9
4,4,7,48.6,8.5,305,1.8
4,4,8,50.5,9.6,303,2.4
4,4,9,52.6,10.6,304,2.8
4,4,10,54.7,11,285,2.6
4,4,11,56.8,11.5,276,3.3
4,4,12,58.7,11.7,276,3.9
4,4,13,60.3,12,269,3.7
4,4,14,61.4,12.3,265,3.8
4,4,15,62,12.2,263,4.2
4,4,16,61.9,12.2,278,3.7
4,4,17,61.3,12.1,286,3.3
4,4,18,59.7,11.1,293,2.4
4,4,19,57.9,10.7,303,1.8
4,4,20,56.3,9.7,303,1.3
4,4,21,55,9.5,279,1.5
4,4,22,53.8,9.1,289,1.7
4,4,23,52.7,9.1,285,1.8
4,5,0,51.8,8.9,288,1.4
4,5,1,51.1,8.7,304,1.4
4,5,2,50.2,8.1,304,1.4
4,5,3,49.4,8,312,1.5
4,5,4,48.7,7.8,310,1.7
4,5,5,48.3,8.3,318,1.9
4,5,6,48,8.6,316,2
4,5,7,49.1,8.5,309,1.9
4,5,8,51.1,9.6,308,2.5
4,5,9,53.1,10.6,309,2.8
4,5,10,55.3,10.9,295,2.6
4,5,11,57.4,11.5,281,3.2
4,5,12,59.3,11.6,278,3.7
4,5,13,60.8,11.9,267,3.4
4,5,14,61.9,12.3,264,3.5
4,5,15,62.6,12.2,261,4.1
4,5,16,62.5,12.1,276,3.4
4,5,17,61.8,12.1,286,3.2
4,5,18,60.3,11.1,287,2.3
4,5,19,58.4,10.6,298,1.6
4,5,20,56.8,9.6,300,1
4,5,21,55.5,9.6,269,1.3
4,5,22,54.3,9.3,285,1.6
4,5,23,53.1,9.2,276,1.8
4,6,0,52.2,9.1,279,1.3
4,6,1,51.4,8.8,293,1.1
4,6,2,50.5,8.1,292,1.1
4,6,3,49.8,8,300,1.2
4,6,4,49.1,7.7,306,1.6
4,6,5,48.6,8.2,314,1.6
4,6,6,48.3,8.5,307,1.7
4,6,7,49.6,8.4,303,1.8
4,6,8,51.5,9.5,301,2.2
4,6,9,53.7,10.6,301,2.4
4,6,10,55.8,11,287,2.4
4,6,11,57.8,11.5,270,3.1
4,6,12,59.8,11.7,273,3.8
4,6,13,61.2,11.8,260,3.4
4,6,14,62.4,12.5,257,3.6
4,6,15,63,12.3,256,4.1
4,6,16,62.9,12.2,269,3.4
4,6,17,62.3,12.2,276,3.2
4,6,18,60.7,11.2,279,2.2
4,6,19,58.8,10.6,283,1.5
4,6,20,57.1,9.7,283,0.9
4,6,21,55.8,9.5,260,1.4
4,6,22,54.6,9.3,278,1.7
4,6,23,53.5,9.1,268,1.8
4,7,0,52.5,8.9,269,1.3
4,7,1,51.7,8.6,280,1.1
4,7,2,50.9,8.1,282,1.1
4,7,3,50.1,7.9,287,1.2
4,7,4,49.5,7.6,300,1.5
4,7,5,49,8.1,309,1.5
4,7,6,48.7,8.4,303,1.5
4,7,7,50,8.4,300,1.7
4,7,8,52,9.5,301,2.1
4,7,9,54.2,10.5,302,2.3
4,7,10,56.2,11,287,2.4
4,7,11,58.3,11.3,271,3
4,7,12,60.3,11.6,271,3.7
4,7,13,61.8,11.8,259,3.4
4,7,14,62.9,12.3,254,3.6
4,7,15,63.5,12.1,250,4.1
4,7,16,63.4,12,265,3.2
4,7,17,62.8,12.1,271,2.9
4,7,18,61.3,11,272,2
4,7,19,59.3,10.5,272,1.2
4,7,20,57.6,9.4,260,0.7
4,7,21,56.2,9.4,249,1.4
4,7,22,55.1,9.2,270,1.6
4,7,23,53.9,9,262,1.8
4,8,0,52.9,8.8,266,1.2
4,8,1,52.1,8.4,281,0.9
4,8,2,51.3,7.9,280,1.1
4,8,3,50.6,7.6,290,1.2
4,8,4,49.9,7.4,297,1.5
4,8,5,49.4,8,306,1.4
4,8,6,49.1,8.3,305,1.4
4,8,7,50.5,8.4,300,1.7
4,8,8,52.4,9.5,302,2.2
4,8,9,54.6,10.5,305,2.2
4,8,10,56.5,11,291,2.1
4,8,11,58.6,11.3,272,2.8
4,8,12,60.5,11.5,273,3.4
4,8,13,62,11.9,264,3.3
4,8,14,63,12.3,258,3.5
4,8,15,63.6,12.2,254,3.8
4,8,16,63.5,12.2,271,3.1
4,8,17,62.9,12.1,276,2.9
4,8,18,61.4,11.1,279,2
4,8,19,59.4,10.4,278,1.2
4,8,20,57.8,9.5,269,0.7
4,8,21,56.4,9.4,249,1.4
4,8,22,55.3,9.2,273,1.7
4,8,23,54.2,9,266,2
4,9,0,53.2,8.7,266,1.3
4,9,1,52.4,8.4,278,1.2
4,9,2,51.5,7.9,286,1.3
4,9,3,50.8,7.6,290,1.3
4,9,4,50.1,7.5,296,1.6
4,9,5,49.6,8,301,1.5
4,9,6,49.3,8.3,302,1.5
4,9,7,50.7,8.4,303,1.9
4,9,8,52.7,9.6,306,2.3
4,9,9,54.9,10.5,307,2.2
4,9,10,56.9,10.9,294,2.2
4,9,11,59,11.3,275,2.9
4,9,12,60.9,11.5,274,3.3
4,9,13,62.3,12,263,3.3
4,9,14,63.4,12.4,256,3.5
4,9,15,63.9,12.2,250,3.8
4,9,16,63.8,12.1,266,3
4,9,17,63.2,12.1,272,2.6
4,9,18,61.7,11.1,267,1.7
4,9,19,59.7,10.6,265,1.1
4,9,20,58,9.6,265,0.8
4,9,21,56.7,9.5,249,1.5
4,9,22,55.5,9.3,265,1.6
4,9,23,54.5,9.1,259,2.2
4,10,0,53.5,8.8,258,1.5
4,10,1,52.7,8.6,268,1.4
4,10,2,51.8,7.9,270,1.3
4,10,3,51.1,7.6,279,1.3
4,10,4,50.4,7.3,283,1.6
4,10,5,50,7.8,294,1.5
4,10,6,49.7,8.2,295,1.6
4,10,7,51.1,8.3,299,1.9
4,10,8,53.1,9.6,306,2.3
4,10,9,55.3,10.4,305,2.2
4,10,10,57.3,10.9,295,2.2
4,10,11,59.3,11.3,276,3
4,10,12,61.2,11.5,271,3.4
4,10,13,62.6,12,265,3.3
4,10,14,63.7,12.3,255,3.5
4,10,15,64.2,12.2,252,3.6
4,10,16,64,12.1,266,2.9
4,10,17,63.4,12,270,2.5
4,10,18,62,11.1,264,1.7
4,10,19,60,10.6,268,1.2
4,10,20,58.2,9.8,276,0.8
4,10,21,56.8,9.5,254,1.4
4,10,22,55.7,9.2,264,1.4
4,10,23,54.6,8.9,259,2
4,11,0,53.6,8.6,266,1.4
4,11,1,52.8,8.5,281,1.4
4,11,2,51.9,7.8,286,1.2
4,11,3,51.3,7.4,288,1.2
4,11,4,50.6,7.3,291,1.6
4,11,5,50.2,7.6,304,1.5
4,11,6,49.9,7.9,305,1.6
4,11,7,51.4,8.2,309,1.9
4,11,8,53.4,9.4,316,2.4
4,11,9,55.6,10.1,312,2.2
4,11,10,57.6,10.7,302,2.1
4,11,11,59.6,11,281,2.9
4,11,12,61.4,11.1,275,3
4,11,13,62.9,11.8,267,3.2
4,11,14,64,12.1,259,3.2
4,11,15,64.5,12.1,254,3.5
4,11,16,64.3,11.8,270,2.8
4,11,17,63.7,11.8,272,2.5
4,11,18,62.3,11.1,262,1.6
4,11,19,60.4,10.6,258,1.1
4,11,20,58.5,9.7,257,0.9
4,11,21,57.2,9.4,243,1.6
4,11,22,55.9,9,255,1.5
4,11,23,54.9,8.7,252,2.1
4,12,0,53.8,8.3,257,1.4
4,12,1,53.1,8.3,273,1.2
4,12,2,52.2,7.6,278,1.1
4,12,3,51.6,7.3,290,1.1
4,12,4,51,7.1,291,1.4
4,12,5,50.5,7.4,302,1.3
4,12,6,50.2,7.8,311,1.4
4,12,7,51.7,8,315,1.8
4,12,8,53.7,9.2,319,2.2
4,12,9,55.9,9.8,318,1.9
4,12,10,57.9,10.5,304,1.7
4,12,11,60,10.8,280,2.5
4,12,12,61.9,11,275,2.7
4,12,13,63.2,11.7,268,2.8
4,12,14,64.2,12,256,2.8
4,12,15,64.7,12,249,3.1
4,12,16,64.6,11.7,265,2.2
4,12,17,64,11.7,264,2.1
4,12,18,62.5,11.2,256,1.2
4,12,19,60.5,10.7,245,0.7
4,12,20,58.6,9.6,231,0.6
4,12,21,57.3,9.2,223,1.4
4,12,22,56.1,8.8,232,1.2
4,12,23,55.1,8.5,241,1.8
4,13,0,54.1,8.2,240,1.1
4,13,1,53.3,8.2,260,1
4,13,2,52.5,7.6,266,0.8
4,13,3,51.9,7.2,289,0.8
4,13,4,51.3,7,292,1.2
4,13,5,50.9,7.2,299,1.1
4,13,6,50.6,7.7,316,1.4
4,13,7,52.2,8,319,1.6
4,13,8,54.2,9,319,1.7
4,13,9,56.5,9.5,312,1.3
4,13,10,58.6,10.2,299,1.3
4,13,11,60.6,10.5,277,2
4,13,12,62.5,10.9,270,2.3
4,13,13,63.8,11.6,262,2.6
4,13,14,64.8,11.9,244,2.8
4,13,15,65.4,11.9,244,3
4,13,16,65.2,11.6,257,2.2
4,13,17,64.6,11.7,254,2
4,13,18,63.1,11,239,1.2
4,13,19,61.1,10.7,216,0.8
4,13,20,59.2,9.5,212,0.8
4,13,21,57.9,9.3,211,1.5
4,13,22,56.6,8.8,228,1.3
4,13,23,55.6,8.6,235,1.9
4,14,0,54.6,8.3,234,1.1
4,14,1,53.8,8.1,252,1
4,14,2,53,7.6,255,0.8
4,14,3,52.3,7.3,289,0.9
4,14,4,51.7,7,293,1.2
4,14,5,51.3,7.3,298,1.1
4,14,6,51,7.7,316,1.2
4,14,7,52.6,8,321,1.6
4,14,8,54.6,8.9,317,1.6
4,14,9,56.9,9.4,309,1.2
4,14,10,58.9,10,301,1.4
4,14,11,61,10.4,283,2.1
4,14,12,62.9,10.7,277,2.3
4,14,13,64.2,11.4,267,2.4
4,14,14,65.1,11.8,247,2.6
4,14,15,65.6,11.8,245,2.7
4,14,16,65.4,11.5,257,1.9
4,14,17,64.8,11.6,255,1.8
4,14,18,63.3,11,255,1.2
4,14,19,61.3,10.5,232,0.6
4,14,20,59.4,9.4,248,0.5
4,14,21,58,9,218,1
4,14,22,56.8,8.7,242,1
4,14,23,55.7,8.3,241,1.5
4,15,0,54.7,8.2,252,0.8
4,15,1,53.9,7.9,260,0.8
4,15,2,53.1,7.5,263,0.5
4,15,3,52.5,7.2,295,0.7
4,15,4,51.9,7,298,0.9
4,15,5,51.5,7.1,306,0.9
4,15,6,51.3,7.6,328,1.2
4,15,7,52.9,7.8,329,1.6
4,15,8,54.9,8.8,328,1.6
4,15,9,57.2,9.3,322,1.1
4,15,10,59.3,9.9,312,1.3
4,15,11,61.5,10.3,286,1.7
4,15,12,63.3,10.7,280,2.1
4,15,13,64.5,11.3,270,2.2
4,15,14,65.3,11.6,250,2.3
4,15,15,65.8,11.8,249,2.2
4,15,16,65.6,11.6,260,1.6
4,15,17,64.9,11.6,260,1.6
4,15,18,63.4,11,265,0.9
4,15,19,61.4,10.5,252,0.4
4,15,20,59.6,9.4,276,0.3
4,15,21,58.2,8.8,236,0.6
4,15,22,56.9,8.6,267,0.8
4,15,23,55.8,8.2,250,1.3
4,16,0,54.9,8.2,259,0.7
4,16,1,54,7.9,275,0.8
4,16,2,53.3,7.4,290,0.5
4,16,3,52.7,7.3,305,0.8
4,16,4,52,6.9,306,1
4,16,5,51.6,7,318,1
4,16,6,51.5,7.5,332,1.4
4,16,7,53,7.7,335,1.8
4,16,8,55.1,8.9,335,1.7
4,16,9,57.4,9.3,331,1.2
4,16,10,59.5,9.8,317,1.3
4,16,11,61.7,10.1,289,1.8
4,16,12,63.5,10.4,281,1.7
4,16,13,64.7,11,261,2
4,16,14,65.6,11.5,249,2
4,16,15,66.1,11.6,240,2.1
4,16,16,65.9,11.5,248,1.5
4,16,17,65.3,11.4,240,1.6
4,16,18,63.9,10.8,243,0.8
4,16,19,61.8,10.3,207,0.5
4,16,20,60,9.4,209,0.4
4,16,21,58.6,8.9,222,0.7
4,16,22,57.3,8.6,255,0.8
4,16,23,56.3,8.2,244,1.3
4,17,0,55.2,8.2,251,0.7
4,17,1,54.4,7.9,267,0.8
4,17,2,53.6,7.6,280,0.4
4,17,3,53.1,7.3,302,0.9
4,17,4,52.4,6.9,311,0.9
4,17,5,52.1,6.9,316,1
4,17,6,51.9,7.5,330,1.3
4,17,7,53.5,7.8,335,1.8
4,17,8,55.6,9,336,1.7
4,17,9,57.9,9.4,336,1
4,17,10,60,9.9,322,1.2
4,17,11,62.1,10.1,292,1.6
4,17,12,63.9,10.3,274,1.3
4,17,13,65.1,10.9,250,1.7
4,17,14,66.1,11.4,238,2
4,17,15,66.6,11.5,234,2
4,17,16,66.5,11.5,237,1.4
4,17,17,65.8,11.3,232,1.3
4,17,18,64.4,10.7,212,0.5
4,17,19,62.3,10.2,155,0.5
4,17,20,60.5,9.2,145,0.6
4,17,21,59.1,8.6,191,0.7
4,17,22,57.9,8.4,223,0.5
4,17,23,56.8,8.1,240,1
4,18,0,55.7,8,254,0.5
4,18,1,54.9,7.8,277,0.7
4,18,2,54.1,7.6,296,0.3
4,18,3,53.5,7.3,320,0.8
4,18,4,52.9,6.9,333,0.9
4,18,5,52.6,7,337,1
4,18,6,52.4,7.5,348,1.3
4,18,7,54,7.8,344,1.8
4,18,8,56.1,8.9,351,1.7
4,18,9,58.4,9.3,357,1
4,18,10,60.5,9.7,335,1.1
4,18,11,62.5,10,300,1.1
4,18,12,64.4,10.1,262,0.9
4,18,13,65.6,10.9,241,1.3
4,18,14,66.4,11.1,226,1.6
4,18,15,67,11.6,227,1.8
4,18,16,66.9,11.5,222,1.2
4,18,17,66.1,11.2,220,1
4,18,18,64.6,10.7,158,0.3
4,18,19,62.6,10.1,126,0.6
4,18,20,60.8,9.2,120,0.6
4,18,21,59.3,8.6,167,0.4
4,18,22,58.1,8.4,246,0.2
4,18,23,57,8,255,0.6
4,19,0,56,8,315,0.3
4,19,1,55.1,7.7,290,0.7
4,19,2,54.4,7.6,328,0.6
4,19,3,53.8,7.3,332,1
4,19,4,53.3,7,339,1.2
4,19,5,52.8,7,343,1.3
4,19,6,52.8,7.5,351,1.6
4,19,7,54.3,7.7,345,2
4,19,8,56.3,8.8,353,1.8
4,19,9,58.6,9.1,356,1.2
4,19,10,60.8,9.5,341,1.3
4,19,11,62.8,9.6,305,1.2
4,19,12,64.6,9.9,270,1
4,19,13,65.8,10.7,252,1.3
4,19,14,66.6,10.8,239,1.5
4,19,15,67,11.3,235,1.6
4,19,16,66.9,11.2,234,1
4,19,17,66.2,10.9,230,0.8
4,19,18,64.7,10.5,160,0.2
4,19,19,62.7,10,108,0.4
4,19,20,61,9,104,0.5
4,19,21,59.5,8.5,171,0.3
4,19,22,58.3,8.3,246,0.3
4,19,23,57.3,8.1,267,0.7
4,20,0,56.2,8,320,0.5
4,20,1,55.3,7.8,301,0.8
4,20,2,54.5,7.6,325,0.9
4,20,3,53.9,7.4,334,1.1
4,20,4,53.3,7.1,340,1.5
4,20,5,52.9,7.1,342,1.6
4,20,6,52.8,7.5,350,1.8
4,20,7,54.4,7.8,345,2.1
4,20,8,56.4,8.9,353,2
4,20,9,58.7,9.2,351,1.4
4,20,10,60.8,9.6,335,1.4
4,20,11,62.8,9.7,304,1.3
4,20,12,64.5,10,279,1.3
4,20,13,65.7,10.8,264,1.5
4,20,14,66.5,10.8,246,1.5
4,20,15,66.9,11.2,233,1.6
4,20,16,66.9,11.2,242,1.2
4,20,17,66.1,10.9,236,0.8
4,20,18,64.8,10.5,113,0.1
4,20,19,62.8,9.9,99,0.4
4,20,20,61,9,115,0.7
4,20,21,59.5,8.3,164,0.4
4,20,22,58.4,8.2,225,0.3
4,20,23,57.4,7.9,253,0.7
4,21,0,56.3,7.8,298,0.4
4,21,1,55.4,7.5,295,0.9
4,21,2,54.6,7.6,319,0.9
4,21,3,54,7.2,335,1.1
4,21,4,53.4,7.1,339,1.4
4,21,5,53,7.1,340,1.5
4,21,6,53,7.4,348,1.7
4,21,7,54.5,7.9,345,1.9
4,21,8,56.5,8.9,355,1.9
4,21,9,58.8,9.3,349,1.4
4,21,10,60.9,9.5,335,1.4
4,21,11,62.9,9.6,305,1.3
4,21,12,64.6,9.9,273,1.2
4,21,13,65.7,10.8,261,1.4
4,21,14,66.5,10.7,240,1.5
4,21,15,66.9,11.1,235,1.6
4,21,16,66.8,11.3,242,1.1
4,21,17,66.1,10.8,238,0.7
4,21,18,64.6,10.5,14,0.3
4,21,19,62.8,9.8,61,0.5
4,21,20,61,8.9,94,0.7
4,21,21,59.6,8.3,131,0.1
4,21,22,58.4,8.2,287,0.2
4,21,23,57.4,8,278,0.6
4,22,0,56.3,7.9,323,0.6
4,22,1,55.4,7.4,311,1
4,22,2,54.6,7.5,334,1
4,22,3,54.1,7.2,345,1.3
4,22,4,53.4,7.1,342,1.5
4,22,5,53,7.1,340,1.7
4,22,6,53,7.5,348,2
4,22,7,54.6,7.8,347,2.2
4,22,8,56.6,8.9,353,2.3
4,22,9,58.8,9.4,345,1.8
4,22,10,60.9,9.6,337,1.7
4,22,11,62.9,9.8,315,1.5
4,22,12,64.5,10,278,1.2
4,22,13,65.7,10.9,271,1.4
4,22,14,66.4,10.7,243,1.5
4,22,15,66.9,11.1,252,1.5
4,22,16,66.8,11.3,257,1.1
4,22,17,66.1,10.9,271,0.7
4,22,18,64.6,10.6,8,0.6
4,22,19,62.8,9.9,42,0.6
4,22,20,61,8.9,86,0.6
4,22,21,59.6,8.2,58,0.2
4,22,22,58.3,8,325,0.2
4,22,23,57.3,7.9,289,0.5
4,23,0,56.3,7.8,331,0.6
4,23,1,55.4,7.5,311,0.9
4,23,2,54.6,7.6,340,0.9
4,23,3,54.1,7.2,350,1.2
4,23,4,53.4,7.1,347,1.5
4,23,5,53,7.1,347,1.7
4,23,6,53.1,7.4,349,2
4,23,7,54.7,7.8,350,2.1
4,23,8,56.7,8.8,357,2.1
4,23,9,59,9.2,344,1.8
4,23,10,61.2,9.4,337,1.7
4,23,11,63.2,9.6,309,1.5
4,23,12,64.8,9.7,270,1.4
4,23,13,66,10.6,260,1.4
4,23,14,66.9,10.4,238,1.6
4,23,15,67.4,10.9,242,1.7
4,23,16,67.3,11,241,1.3
4,23,17,66.6,10.7,240,0.9
4,23,18,65.1,10.4,32,0.1
4,23,19,63.3,9.8,72,0.5
4,23,20,61.6,8.7,114,0.6
4,23,21,60.1,8,132,0.2
4,23,22,58.8,7.8,208,0.1
4,23,23,57.8,7.7,246,0.3
4,24,0,56.7,7.7,352,0.5
4,24,1,55.8,7.3,335,0.7
4,24,2,54.9,7.4,359,0.7
4,24,3,54.4,7,1,1.1
4,24,4,53.8,7,353,1.5
4,24,5,53.4,6.9,354,1.6
4,24,6,53.5,7.4,356,1.8
4,24,7,55.1,7.8,358,1.8
4,24,8,57.1,8.7,4,1.7
4,24,9,59.4,9.2,349,1.5
4,24,10,61.6,9.4,338,1.4
4,24,11,63.5,9.5,315,1.1
4,24,12,65.1,9.6,264,1.2
4,24,13,66.3,10.3,247,1.1
4,24,14,67.1,10.1,225,1.3
4,24,15,67.7,10.6,236,1.4
4,24,16,67.7,10.9,226,1.2
4,24,17,67,10.5,218,0.8
4,24,18,65.5,10.2,96,0.2
4,24,19,63.6,9.6,88,0.7
4,24,20,61.9,8.5,113,1
4,24,21,60.4,7.9,119,0.4
4,24,22,59.1,7.7,169,0.1
4,24,23,58.1,7.5,151,0.1
4,25,0,57,7.5,20,0.5
4,25,1,56.1,7.1,359,0.4
4,25,2,55.4,7.4,12,0.7
4,25,3,54.7,7,12,0.9
4,25,4,54.2,6.9,359,1.3
4,25,5,53.8,6.9,357,1.3
4,25,6,53.9,7.2,2,1.5
4,25,7,55.6,7.7,5,1.6
4,25,8,57.6,8.5,9,1.3
4,25,9,59.9,9.1,344,1
4,25,10,62.2,9.2,334,1.1
4,25,11,64.1,9.4,297,0.8
4,25,12,65.8,9.5,244,1.2
4,25,13,67,10.2,223,1.3
4,25,14,67.9,10,212,1.6
4,25,15,68.4,10.4,215,1.8
4,25,16,68.3,10.8,212,1.5
4,25,17,67.6,10.4,211,1.1
4,25,18,66.2,10.1,132,0.3
4,25,19,64.2,9.5,109,0.9
4,25,20,62.5,8.4,124,1.4
4,25,21,61,7.8,135,0.6
