start_station_id,start_lat,start_lng,TRACTCE,pop_den,male_ratio,white_ratio,median_age,housing_unit_den,LU_diversity,bike_density,dist_to_transit,geometry,parking_poi,leisure_poi,dining_poi,school_poi,service_poi
31414.0,38.967517536322994,-77.02796256747695,1804,0.0096434595474902,0.3896260554885404,0.0837929194093577,40.2,0.0033352444101004,2.212623391174041,0.2399585669353701,0.1640575015026973,POINT (-77.02796256747695 38.967517536322994),0.6606606892689381,0.7233384990637571,0.6438563061355387,0.5913971884148611,0.6629075937906436
31415.0,38.95672742836947,-77.0278986581841,2101,0.0094726718492093,0.5013174073423503,0.1539162112932604,37.7,0.0039268409562856,1.928141416368836,0.1344859401912439,0.0805370971152753,POINT (-77.0278986581841 38.95672742836947),0.6015369768674826,0.4283017193631032,0.5426053554743252,0.6649360296389187,0.6982503333237671
31416.0,38.96948928053551,-77.03349411672683,1803,0.0036619205149394,0.5159817351598174,0.1290402171231186,35.9,0.0015533020208767,1.96494514092901,0.2077688561765155,0.1134737917284754,POINT (-77.03349411672683 38.96948928053551),0.6257471710748647,0.753981850257218,0.6989203469987003,0.6207208098898249,0.7561842064067235
31417.0,38.947987960891,-77.02151324766636,2201,0.0085675128199569,0.5105425920719707,0.3358208955223881,39.0,0.0023725049557654,0.7546116860238014,0.298640566415485,0.1114293815340414,POINT (-77.02151324766636 38.947987960891),0.6852485392828355,0.7337615672631086,0.6676331109349709,0.7036242053567483,0.5796800376846377
31418.0,38.95160285291332,-77.01280725185536,2202,0.0046115653996666,0.4902264970524356,0.2435575109993714,29.9,0.0019430672704769,1.3830814753635432,0.1556854963878129,0.1418234569151773,POINT (-77.01280725185536 38.95160285291332),0.7124768568474436,0.6889256025020059,0.7949246824373076,0.660950004381981,0.70386257751531
31419.0,38.932121014860535,-77.02349342150586,3200,0.0116112151702613,0.4989425110555662,0.2767962308598351,32.6,0.0042551386492055,1.573976638881453,0.3801752311908547,0.1095081505351127,POINT (-77.02349342150586 38.932121014860535),0.6848324582947394,0.47879596588497697,0.5842276288006706,0.6965987837219861,0.6040434736829879
31420.0,38.942161975018365,-77.03867707274064,2600,0.0013038007739239,0.4898033503277494,0.4061317183951551,40.0,0.0004306435913871,1.0049413620537644,0.1248291621799029,0.2501198113913353,POINT (-77.03867707274064 38.942161975018365),0.6902097991467129,0.8068951185905043,0.7721067299146465,0.6786603468179021,0.8002408620920164
31421.0,38.94203781340381,-77.0182228975076,2301,0.0084355583682259,0.4181448095376563,0.2669478758662247,39.3,0.0030784023704924,0.8275016742738249,0.3408201821813576,0.0790835288901506,POINT (-77.0182228975076 38.94203781340381),0.6743798206401836,0.7173342856345825,0.7021060755737523,0.6037003446869667,0.6829185194159435
31422.0,38.96577970359954,-77.06862859917881,1401,0.0046200013957708,0.4803625377643504,0.7012650948821162,39.0,0.0016850760377873,0.7349643955244447,0.0,0.112504194545034,POINT (-77.06862859917881 38.96577970359954),0.6436478646067308,0.7163587665948968,0.5118608726915491,0.5978920524454694,0.5620497214048322
31423.0,38.9580649729652,-77.01378825266033,2102,0.0077234064533902,0.4376672017121455,0.1441740412979351,39.1,0.0032631977685182,1.73443862720065,0.1595401117398519,0.276374973683872,POINT (-77.01378825266033 38.9580649729652),0.632558531660589,0.6134548036298407,0.7206133346348916,0.5847453390704959,0.7529848546220222
31424.0,38.95371596063202,-77.02561819812792,2101,0.0094726718492093,0.5013174073423503,0.1539162112932604,37.7,0.0039268409562856,1.928141416368836,0.2119472281620889,0.2456129601557533,POINT (-77.02561819812792 38.95371596063202),0.6533342873410519,0.5379485829589485,0.6047576787691623,0.727278127271929,0.6485902685864215
31500.0,38.91907398675063,-77.00064572596091,8702,0.0070084763708057,0.4092109122909944,0.4578013080037371,32.0,0.0038629882959061,2.6188623505799344,0.2289430353431145,0.0701392217084424,POINT (-77.00064572596091 38.91907398675063),0.6889033321630611,0.7114134843602428,0.7755261121825003,0.6469485406305284,0.6562929330143709
31501.0,38.933684416666665,-76.99102729079442,9301,0.0033369669395928,0.5303971899486625,0.552046783625731,41.7,0.0013037703849368,1.5739688179638447,0.1114588555261882,0.0942239426817207,POINT (-76.99102729079442 38.933684416666665),0.6436175342001866,0.5440297154328894,0.4415925196871121,0.6412559189416941,0.5248977424725376
31502.0,38.93461046202084,-76.99550254168875,9511,0.0029966586422189,0.4336734693877551,0.7933884297520661,19.9,0.0,0.6106788364872647,0.1486654711023083,0.1852565684725416,POINT (-76.99550254168875 38.93461046202084),0.6128903359614878,0.5583548473573495,0.44679263651136597,0.614228312732557,0.4502139917182362
31503.0,38.91259452882711,-77.01349300957993,4600,0.0072447202015445,0.4610287156831808,0.4938151041666667,34.2,0.0033468824156078,2.1246280779046383,0.3140852219132832,0.1103545168778302,POINT (-77.01349300957993 38.91259452882711),0.6680892121481873,0.7097620333125643,0.7062850085393775,0.5810071015111226,0.7000211850295623
31504.0,38.93246003107124,-76.9935132947895,9301,0.0033369669395928,0.5303971899486625,0.552046783625731,41.7,0.0013037703849368,1.5739688179638447,0.1934871537325827,0.1017858698465335,POINT (-76.9935132947895 38.93246003107124),0.6341600493427054,0.48966001381278845,0.4292508973394941,0.6082984907947143,0.47128389777462476
31505.0,38.91096883326597,-77.004949605757,8701,0.0071546907908833,0.4981738495252009,0.4330882352941176,33.9,0.0029083896458192,1.75427579509458,0.4435076277806631,0.2098174709730793,POINT (-77.004949605757 38.91096883326597),0.6940104785821205,0.7513273314820411,0.7060741059997229,0.6616392057317353,0.7584479793953407
31506.0,38.91541194043605,-77.01228155476323,3302,0.0107473180667557,0.4387243735763098,0.4729729729729729,32.7,0.0045584296674941,1.3006309577526074,0.2936017828197947,0.1567291667320923,POINT (-77.01228155476323 38.91541194043605),0.7168906892762331,0.7202374759165293,0.720752765816606,0.6477586216186482,0.7346460931436463
31507.0,38.92874745938628,-77.01243622236548,2302,0.0008075889491596,0.5597290640394089,0.3951822916666667,46.9,0.0005345801233661,0.8807632761137902,0.2403875012688529,0.1961424446804383,POINT (-77.01243622236548 38.92874745938628),0.6697544849049325,0.7864432882131905,0.80226586367898,0.7352151237329544,0.7026174574977304
31508.0,38.90508914149444,-76.99413233518814,8803,0.0028896835899182,0.5933056872037915,0.2708528584817244,28.6,0.0009774936788171,2.469748716431426,0.617747822259023,0.1224817714214448,POINT (-76.99413233518814 38.90508914149444),0.6846548684453831,0.4979905571733862,0.6075992623452201,0.6738723220594343,0.6236447461310176
31509.0,38.91266693415124,-77.01765758536861,4801,0.0098921260190024,0.5535372848948374,0.5733200926845415,32.1,0.0043660275769019,2.4240867153090444,0.3512771205205348,0.0674227911156151,POINT (-77.01765758536861 38.91266693415124),0.6293833873659596,0.6891111753427123,0.7093611466191647,0.5807448760584952,0.6807889636447028
31510.0,38.92707104486399,-76.97893586601705,11100,0.0009140200391942,0.5349148651233977,0.1649441046192786,40.2,0.0003133583145659,2.3823314909440807,0.0353130128669918,0.1251776070384333,POINT (-76.97893586601705 38.92707104486399),0.681416403241452,0.7829170481963528,0.8244943856579836,0.6387059387527847,0.7293021917002493
31511.0,38.92864949881292,-76.9909496667458,9301,0.0033369669395928,0.5303971899486625,0.552046783625731,41.7,0.0013037703849368,1.5739688179638447,0.1558234371243928,0.1361525158483863,POINT (-76.9909496667458 38.92864949881292),0.6470213774449469,0.5774644361986786,0.493277696365717,0.5955009985791192,0.5396937089565277
31512.0,38.903733295042734,-76.9872121802849,8802,0.009594987387372,0.5647241992882562,0.2579703637180063,35.1,0.0039289083140907,1.8686059579743544,0.4164934438436971,0.1986598922208963,POINT (-76.9872121802849 38.903733295042734),0.6571715257130596,0.4516567447433105,0.6062615587110615,0.6263922938075597,0.684844115837102
31513.0,38.9181527614541,-77.00474451081568,8701,0.0071546907908833,0.4981738495252009,0.4330882352941176,33.9,0.0029083896458192,1.75427579509458,0.2111362736404584,0.1418306132648979,POINT (-77.00474451081568 38.9181527614541),0.7206939408988492,0.712775399547448,0.7697848861522124,0.6786478744741967,0.7100409330432473
